"(1, '03 Greedo', '03 Purple Hearts', 'en')"
"(52738, 'Tommy Emmanuel', 'Guitar Boogie', 'en')"
"(52739, 'Tommy Emmanuel', 'Haba Na Haba - Instrumental', 'ro')"
"(52740, 'Tommy Emmanuel', 'House of the Rising Sun', 'en')"
"(52741, 'Tommy Emmanuel', ""House Of The Risin' Sun"", 'en')"
"(52742, 'Tommy Emmanuel', ""I Still Can't Say Goodbye"", 'en')"
"(52743, 'Tommy Emmanuel', 'Lady madonna', 'en')"
"(52744, 'Tommy Emmanuel', 'Lewis & Clark', 'en')"
"(52745, 'Tommy Emmanuel', 'Mona lisa', 'en')"
"(52746, 'Tommy Emmanuel', 'Moon River - Instrumental', 'ro')"
"(52747, 'Michael Jackson', 'Much Too Soon', 'en')"
"(52748, 'Tommy Emmanuel', 'Somewhere Over the Rainbow', 'en')"
"(52749, 'Tommy Emmanuel', 'The Day The Finger Pickers Took Over The World', 'en')"
"(52750, 'Tommy Emmanuel', ""The Diggers' Waltz"", 'ro')"
"(52751, 'Daryl Braithwaite', 'The Horses', 'en')"
"(52752, 'Tommy Emmanuel', 'The Magic of Christmas Time (Instrumental)', 'ro')"
"(52753, 'Tommy Emmanuel', 'The Tennessee Waltz', 'ro')"
"(52754, 'Tommy Emmanuel', 'Today Is Mine', 'en')"
"(52755, 'Tommy Emmanuel', 'Walls', 'en')"
"(52756, 'Tommy Emmanuel', ""Willie's shades"", 'en')"
"(52757, 'Ty England', 'All of the Above', 'en')"
"(52758, 'Ty England', 'A Swing Like That', 'en')"
"(52759, 'Ty England', ""Backslider's Prayer"", 'en')"
"(52760, 'Garth Brooks', 'Everytime That it Rains', 'en')"
"(52761, 'Ty England', 'Her Only Bad Habit Is Me', 'en')"
"(52762, 'Ty England', ""I'll Take Today"", 'en')"
"(52763, 'Ty England', 'Irresistible You', 'en')"
"(52764, 'Ty England', 'Is That You', 'en')"
"(52765, 'Ty England', ""It's Lonesome Everywhere"", 'en')"
"(52766, 'Ty England', 'It Starts With ""L""', 'en')"
"(52767, 'Ty England', 'Kick Back', 'en')"
"(52768, 'Ty England', 'Never Say Never', 'en')"
"(52769, 'Ty England', 'New Faces In The Fields', 'en')"
"(52770, 'Ty England', 'Redneck Anthem', 'en')"
"(52771, 'Ty England', 'Redneck Son', 'en')"
"(52772, 'Ty England', ""Should've Asked Her Faster"", 'en')"
"(52773, 'Ty England', 'Smoke in Her Eyes', 'en')"
"(52774, 'Ty England', 'Sure', 'en')"
"(52775, 'Ty England', ""The Blues Ain't News to Me"", 'en')"
"(52776, 'Ty England', 'The Last Dance', 'en')"
"(52777, 'Ty England', 'Two Ways to Fall', 'en')"
"(52778, 'Ty England', ""You'll Find Somebody New"", 'en')"
"(52779, 'Bill Engvall', 'Discovery Channel', 'en')"
"(52780, 'Bill Engvall', 'Discovery Channel by Bill Engvall', 'en')"
"(52781, 'Bill Engvall', ""Encore - here's your sign"", 'en')"
"(52782, 'Bill Engvall', 'Factory outlet malls', 'en')"
"(52783, 'Bill Engvall', ""Here's Your Sign"", 'en')"
"(52784, 'Bill Engvall', ""Here's Your Sign Christmas"", 'en')"
"(52785, 'Bill Engvall', ""Here's Your Sign (Get The Picture)"", 'en')"
"(52786, 'Bill Engvall', ""Here's Your Sign: Reloaded"", 'en')"
"(52787, 'Bill Engvall', 'I.G. Joe', 'en')"
"(52788, 'Bill Engvall', ""More Here's Your Sign"", 'en')"
"(52789, 'Bill Engvall', 'T-ball and indian guides', 'en')"
"(52790, 'Bill Engvall', 'The Christmas Sign', 'en')"
"(52791, 'Bill Engvall', 'Things have changed', 'en')"
"(52792, 'Ennis Sisters', ""I'd Never Walk Away"", 'en')"
"(52793, 'Ennis Sisters', ""It's Not About You"", 'en')"
"(52794, 'Ennis Sisters', 'Lord Of The Dance', 'en')"
"(52795, 'The Chieftains', 'Red Is the Rose', 'en')"
"(52796, 'Ennis Sisters', 'Somebody Somewhere', 'en')"
"(52797, 'Seth Ennis', 'Call Your Mama', 'en')"
"(52798, 'Granger Smith', 'Everybody Lives', 'en')"
"(52799, 'Seth Ennis', 'Fast Girl', 'en')"
"(52800, 'Dylan Scott', 'Hooked', 'en')"
"(52801, 'Seth Ennis', 'Look At You', 'en')"
"(52802, 'Seth Ennis', 'Play It Cool', 'en')"
"(52803, 'Devin Dawson', 'Prison', 'en')"
"(52804, 'Seth Ennis', 'Think & Drive', 'en')"
"(52805, 'Lauren Alaina', 'Three', 'en')"
"(52806, 'Jordan Davis', 'Tough to Tie Down', 'en')"
"(52807, 'Seth Ennis', 'Woke Up in Nashville', 'en')"
"(52808, 'Mark Erelli', 'A Bend in the River', 'en')"
"(52809, 'Mark Erelli', 'Abraham', 'en')"
"(52810, 'Mark Erelli', ""Ain't No Time of Year to Be Alone"", 'en')"
"(52811, 'Mark Erelli', 'All Behind Me Now', 'en')"
"(52812, 'Mark Erelli', 'Almost Home', 'en')"
"(52813, 'Mark Erelli', 'Analog Hero', 'en')"
"(52814, 'Mark Erelli', 'August', 'en')"
"(52815, 'Mark Erelli', 'Baltimore', 'en')"
"(52816, 'Mark Erelli', 'Basement Days', 'en')"
"(52817, 'Mark Erelli', 'Before I Knew Your Name', 'en')"
"(52818, 'Mark Erelli', 'Blue Eyed Boston Boy', 'en')"
"(52819, 'Mark Erelli', 'Brand New Baby', 'en')"
"(52820, 'Mark Erelli', 'By Degrees', 'en')"
"(52821, 'Mark Erelli', 'Call You Home', 'en')"
"(52822, 'Mark Erelli', 'Close Your Eyes', 'en')"
"(52823, 'Mark Erelli', 'Columbus Ohio', 'en')"
"(52824, 'Mark Erelli', 'Coming Home', 'en')"
"(52825, 'Mark Erelli', 'Compass & Companion', 'en')"
"(52826, 'Mark Erelli', 'Dear Magnolia', 'en')"
"(52827, 'Mark Erelli', 'Delivered', 'en')"
"(52828, 'Mark Erelli', 'Do It Everyday', 'en')"
"(52829, 'Mark Erelli', 'End of the Day', 'en')"
"(52830, 'Mark Erelli', ""Evening's Curtain"", 'en')"
"(52831, 'Mark Erelli', 'Every Goodbye', 'en')"
"(52832, 'Mark Erelli', 'Everything In Ruin', 'en')"
"(52833, 'Mark Erelli', 'Fine Time of Year', 'en')"
"(52834, 'Mark Erelli', 'Five Beer Moon', 'en')"
"(52835, 'Mark Erelli', 'For A Song', 'en')"
"(52836, 'Mark Erelli', 'Free Ride', 'en')"
"(52837, 'Mark Erelli', 'French King', 'en')"
"(52838, 'Mark Erelli', 'Ghost', 'en')"
"(52839, 'Mark Erelli', 'God Loves Everyone', 'en')"
"(52840, 'Mark Erelli', 'Goodbye', 'en')"
"(52841, 'Mark Erelli', 'Hartfordtown 1944', 'en')"
"(52842, 'Mark Erelli', 'Hemlock Grove', 'en')"
"(52843, 'Mark Erelli', 'Here & Now', 'en')"
"(52844, 'Mark Erelli', 'Hollow Man', 'en')"
"(52845, 'Mark Erelli', 'Hope Dies Last', 'en')"
"(52846, 'Mark Erelli', 'Hourglass', 'en')"
"(52847, 'Mark Erelli', 'I Always Return', 'en')"
"(52848, 'Mark Erelli', 'Ichabod', 'en')"
"(52849, 'Mark Erelli', 'Imaginary Wars', 'en')"
"(52850, 'Mark Erelli', 'Innocent When You Dream', 'en')"
"(52851, 'Mark Erelli', 'I Took The Moon For A Walk', 'en')"
"(52852, 'Mark Erelli', 'Kingdom Come', 'en')"
"(52853, 'Mark Erelli', ""Let's Make a Family"", 'en')"
"(52854, 'Mark Erelli', 'Little Sister', 'en')"
"(52855, 'Mark Erelli', 'Look Up', 'en')"
"(52856, 'Mark Erelli', 'Magic', 'en')"
"(52857, 'Mark Erelli', 'Man of the Family', 'en')"
"(52858, 'Charles Esten', ""A Lotta Shouldn't Oughta"", 'en')"
"(52859, 'Charles Esten', 'Already Gone Away', 'en')"
"(52860, 'Charles Esten', 'Back Home', 'en')"
"(52861, 'Nashville Cast', 'Ball and Chain', 'en')"
"(52862, 'Nashville Cast', 'Believing', 'en')"
"(52863, 'Charles Esten', 'Believing', 'en')"
"(52864, 'Nashville Cast', 'Blue Christmas', 'en')"
"(52865, 'Charles Esten', 'Buckle Up', 'en')"
"(52866, 'Nashville Cast', ""Can't Remember Never Loving You"", 'en')"
"(52867, 'Nashville Cast', 'Celebrate Me Home', 'en')"
"(52868, 'Charles Esten', 'Cold Comfort', 'en')"
"(52869, 'Charles Esten', 'Come to the Table', 'en')"
"(52870, 'Charles Esten', 'Dancing All Around It', 'en')"
"(52871, 'Charles Esten', ""Don't Cry Long"", 'en')"
"(52872, 'Charles Esten', 'Down at the Lost & Found', 'en')"
"(52873, 'Charles Esten', 'Do You Good', 'en')"
"(52874, 'Nashville Cast', 'Dreaming My Dreams With You', 'en')"
"(52875, 'Charles Esten', 'Dream With You', 'en')"
"(52876, 'Charles Esten', 'Everything To Me', 'en')"
"(52877, 'Nashville Cast', 'Face the Sun', 'en')"
"(52878, 'Charles Esten', 'Finally Fine', 'en')"
"(52879, 'Nashville Cast', 'From Here On Out', 'en')"
"(52880, 'Charles Esten', 'Good at Goodbye', 'en')"
"(52881, 'Nashville Cast', 'Good Rain or Jesus', 'en')"
"(52882, 'Charles Esten', 'Halfway Home', 'en')"
"(52883, 'Charles Esten', 'Happy Nashville New Year', 'en')"
"(52884, 'Charles Esten', ""He Ain't Me"", 'en')"
"(52885, 'Charles Esten', ""Heart Can't Say Goodbye"", 'en')"
"(52886, 'Charles Esten', 'Hell to Pay', 'en')"
"(52887, 'Charles Esten', 'Hillbilly Billy', 'en')"
"(52888, 'Charles Esten', 'Holding On', 'en')"
"(52889, 'Charles Esten', 'Home by Suppertime', 'en')"
"(52890, 'Charles Esten', 'Hot One', 'en')"
"(52891, 'Charles Esten', 'I Climb the Walls', 'en')"
"(52892, 'Charles Esten', 'I Know Better Now', 'en')"
"(52893, 'Nashville Cast', 'I Know How To Love You Now', 'en')"
"(52894, 'Charles Esten', ""I'll Never Know Why"", 'en')"
"(52895, 'Charles Esten', 'I Love You Beer', 'en')"
"(52896, 'Charles Esten', ""I Love You (But I Don't Like You)"", 'en')"
"(52897, 'Charles Esten', ""I'm Coming Home"", 'en')"
"(52898, 'Charles Esten', 'I Miss You and Me', 'en')"
"(52899, 'Charles Esten', ""It's All Good"", 'en')"
"(52900, 'Nashville Cast', ""It's On Tonight"", 'en')"
"(52901, 'Nashville Cast', 'Itty Bitty Ditty', 'en')"
"(52902, 'Charles Esten', 'Kindergarten Days', 'en')"
"(52903, 'Charles Esten', ""Let's Do This Thing"", 'en')"
"(52904, 'Nashville Cast', 'Like New', 'en')"
"(52905, 'Charles Esten', 'Long Haul', 'en')"
"(52906, 'Nashville Cast', 'Looking for the Light', 'en')"
"(52907, 'Charles Esten', 'Make Up Your Mind', 'en')"
"(52908, 'Melissa Etheridge', '2001', 'en')"
"(52909, 'Melissa Etheridge', '4th Street Feeling', 'en')"
"(52910, 'Melissa Etheridge', 'A Disaster', 'en')"
"(52911, 'Melissa Etheridge', ""Ain't It Heavy"", 'en')"
"(52912, 'Melissa Etheridge', ""Ain't That Bad"", 'en')"
"(52913, 'Melissa Etheridge', 'A Little Bit Of Me', 'en')"
"(52914, 'Melissa Etheridge', 'A Little Hard Hearted', 'en')"
"(52915, 'Melissa Etheridge', 'All American Girl', 'en')"
"(52916, 'Melissa Etheridge', 'All There Is', 'en')"
"(52917, 'Melissa Etheridge', 'All The Way Home', 'en')"
"(52918, 'Melissa Etheridge', 'All The Way To Heaven', 'en')"
"(52919, 'Melissa Etheridge', 'All We Can Really Do', 'en')"
"(52920, 'Melissa Etheridge', 'A Lot Like You', 'en')"
"(52921, 'Melissa Etheridge', 'Angel', 'en')"
"(52922, 'Melissa Etheridge', 'Angels Would Fall', 'en')"
"(52923, 'Melissa Etheridge', 'An Unexpected Rain', 'en')"
"(52924, 'Melissa Etheridge', 'An Unusual Kiss', 'en')"
"(52925, 'Melissa Etheridge', 'A Sacred Heart', 'en')"
"(52926, 'Melissa Etheridge', 'A Simple Love', 'en')"
"(52927, 'Melissa Etheridge', 'Beloved', 'en')"
"(52928, 'Melissa Etheridge', 'Be My Baby', 'en')"
"(52929, 'Melissa Etheridge', 'Be Real', 'en')"
"(52930, 'Melissa Etheridge', 'Blue Christmas', 'en')"
"(52931, 'Melissa Etheridge', 'Born to Run', 'en')"
"(52932, 'Melissa Etheridge', 'Brave And Crazy', 'en')"
"(52933, 'Melissa Etheridge', 'Breakdown', 'en')"
"(52934, 'Melissa Etheridge', 'Breathe', 'en')"
"(52935, 'Melissa Etheridge', 'Bring Me Some Water', 'en')"
"(52936, 'Melissa Etheridge', 'Bring Me Some Water (live)', 'en')"
"(52937, 'Melissa Etheridge', 'Bring Me Some Water (solo acoustic version)', 'en')"
"(52938, 'Melissa Etheridge', 'Burning Love', 'en')"
"(52939, 'Melissa Etheridge', 'California', 'en')"
"(52940, 'Melissa Etheridge', 'Change', 'en')"
"(52941, 'Melissa Etheridge', 'Change the World', 'en')"
"(52942, 'Melissa Etheridge', 'Cherry Avenue', 'en')"
"(52943, 'Melissa Etheridge', 'Christmas (Baby Please Come Home)', 'en')"
"(52944, 'Melissa Etheridge', 'Christmas In America', 'en')"
"(52945, 'Melissa Etheridge', 'Chrome Plated Heart', 'en')"
"(52946, 'Melissa Etheridge', 'Chrome Plated Heart (live)', 'en')"
"(52947, 'Melissa Etheridge', 'Chrome Plated Heart (solo acoustic)', 'en')"
"(52948, 'Melissa Etheridge', ""Chuck E's In Love"", 'en')"
"(52949, 'Melissa Etheridge', 'Come On Out Tonight', 'en')"
"(52950, 'Melissa Etheridge', 'Come to My Window', 'en')"
"(52951, 'Melissa Etheridge', 'Company', 'en')"
"(52952, 'Melissa Etheridge', 'Cry Baby', 'en')"
"(52953, 'Melissa Etheridge', 'Dance Without Sleeping', 'en')"
"(52954, 'Melissa Etheridge', 'Do It Again', 'en')"
"(52955, 'Melissa Etheridge', ""Don't You Need"", 'en')"
"(52956, 'Melissa Etheridge', 'Down To One', 'en')"
"(52957, 'Melissa Etheridge', 'Down To Zero', 'en')"
"(52958, 'Sara Evans', 'A Little Bit Stronger', 'en')"
"(52959, 'Sara Evans', 'A Little Bit Stronger (Acoustic Version)', 'en')"
"(52960, 'Sara Evans', 'A Little Bit Stronger (Single)', 'en')"
"(52961, 'Sara Evans', 'All the Love You Left Me', 'en')"
"(52962, 'Sara Evans', 'Almost New', 'en')"
"(52963, 'Sara Evans', 'Alone', 'en')"
"(52964, 'Sara Evans', 'Anywhere', 'en')"
"(52965, 'Sara Evans', 'A Real Fine Place To Start', 'en')"
"(52966, 'Sara Evans', 'As If', 'en')"
"(52967, 'Sara Evans', 'At Christmas', 'en')"
"(52968, 'Sara Evans', 'Backseat Of A Greyhound Bus', 'en')"
"(52969, 'Sara Evans', 'Better Off', 'en')"
"(52970, 'Sara Evans', 'Better Off (feat. Vince Gill)', 'en')"
"(52971, 'Sara Evans', 'Bible Song', 'en')"
"(52972, 'Sara Evans', 'Big Cry', 'en')"
"(52973, 'Sara Evans', 'Born to Fly', 'en')"
"(52974, 'Lauren Alaina', 'Born to Fly', 'en')"
"(52975, 'Sara Evans', 'Born to Fly (acoustic)', 'en')"
"(52976, 'Sara Evans', 'Born to Fly (live)', 'en')"
"(52977, 'Sara Evans', 'Brooklyn & Austin', 'en')"
"(52978, 'Sara Evans', 'Cabana Boy', 'en')"
"(52979, 'Sara Evans', ""Can't Stop Loving You"", 'en')"
"(52980, 'Sara Evans', ""Cheatin'"", 'en')"
"(52981, 'Sara Evans', 'Coalmine', 'en')"
"(52982, 'Sara Evans', 'Crackers', 'en')"
"(52983, 'Sara Evans', ""Cryin' Game"", 'en')"
"(52984, 'Sara Evans', 'Cupid', 'en')"
"(52985, 'Sara Evans', 'Desperately', 'en')"
"(52986, 'Sara Evans', 'Diving in Deep', 'en')"
"(52987, 'Marc Anthony', 'Endless Love', 'en')"
"(52988, 'Sara Evans', 'Even Now', 'en')"
"(52989, 'Sara Evans', 'Every Little Kiss', 'en')"
"(52990, 'Sara Evans', ""Feel It Comin' On"", 'en')"
"(52991, 'Sara Evans', 'Feels Just Like a Love Song', 'en')"
"(52992, 'Pat Green', ""Finder's Keepers"", 'en')"
"(52993, 'Sara Evans', ""Fool, I'm A Woman"", 'en')"
"(52994, 'Sara Evans', 'Four-Thirty', 'en')"
"(52995, 'Sara Evans', 'Good Love Is Hard To Find', 'en')"
"(52996, 'Sara Evans', 'Go Tell It On The Mountain', 'en')"
"(52997, 'Sara Evans', 'Gotta Have You', 'en')"
"(52998, 'Sara Evans', 'Have Yourself A Merry Little Christmas', 'en')"
"(52999, 'Sara Evans', 'I Could Not Ask For More', 'en')"
"(53000, 'Sara Evans', ""I Don't Trust Myself"", 'en')"
"(53001, 'Sara Evans', ""I Don't Wanna Play House"", 'en')"
"(53002, 'Sara Evans', ""I Don't Wanna See The Light"", 'en')"
"(53003, 'Sara Evans', 'If I Run', 'en')"
"(53004, 'Sara Evans', ""If You Ever Want My Lovin'"", 'en')"
"(53005, 'Sara Evans', 'I Give In', 'en')"
"(53006, 'Sara Evans', 'I Keep Looking', 'en')"
"(53007, 'Sara Evans', 'I Learned That From You', 'en')"
"(53008, 'Jace Everett', 'A Little Less Lonely', 'en')"
"(53009, 'Jace Everett', 'Angel Loves The Devil Outta Me', 'en')"
"(53010, 'Black Rebel Motorcycle Club', 'Bad Things', 'en')"
"(53011, 'Jace Everett', 'Bad Things', 'en')"
"(53012, 'Jace Everett', 'Bad Things (Club Mix)', 'en')"
"(53013, 'Jace Everett', 'Between A Father & A Son', 'en')"
"(53014, 'Jace Everett', 'Between Father A And A Son', 'en')"
"(53015, 'Jace Everett', 'Burn for you', 'en')"
"(53016, 'Jace Everett', 'Damned If I Do', 'en')"
"(53017, 'Jace Everett', ""Doin' nothing with you"", 'en')"
"(53018, 'Jace Everett', ""Drugs Aren't Getting it Done by Jace Everett"", 'en')"
"(53019, 'Jace Everett', 'Everything I Want', 'en')"
"(53020, 'Jace Everett', 'Gold', 'en')"
"(53021, 'Jace Everett', 'Great american hero', 'en')"
"(53022, 'Jace Everett', 'Greatest Story (Never Told)', 'en')"
"(53023, 'Jace Everett', 'Half Of My Mistakes', 'en')"
"(53024, 'Jace Everett', 'I Gotta Have It', 'en')"
"(53025, 'Son Lux', 'Leave The Riches', 'en')"
"(53026, 'Jace Everett', 'Little black dress', 'en')"
"(53027, 'Jace Everett', ""More To Life (C'mon, C'mon)"", 'en')"
"(53028, 'Jace Everett', 'Nowhere In The Neighborhood', 'en')"
"(53029, 'Jace Everett', 'One Of Them', 'en')"
"(53030, 'Jace Everett', 'Permanent thing', 'en')"
"(53031, 'Jace Everett', 'Posession', 'en')"
"(53032, 'Jace Everett', 'Possession', 'en')"
"(53033, 'Jace Everett', 'Slip away', 'en')"
"(53034, 'Jace Everett', ""That's The Kind Of Love I'm In"", 'en')"
"(53035, 'Jace Everett', ""The Drugs Aren't Getting It Done"", 'en')"
"(53036, 'Jace Everett', 'The good life', 'en')"
"(53037, 'Jace Everett', 'The Other Kind', 'en')"
"(53038, 'Jace Everett', 'Turn it on', 'en')"
"(53039, 'Jace Everett', 'Your man', 'en')"
"(53040, 'Josh Turner', 'Your Man', 'en')"
"(53041, 'Leon Everette', 'Giving Up Easy', 'en')"
"(53042, 'Leon Everette', 'Hurricane', 'en')"
"(53043, 'Leon Everette', ""I Could'a Had You"", 'en')"
"(53044, 'Leon Everette', 'Midnight Rodeo', 'en')"
"(53045, 'Leon Everette', 'Over', 'en')"
"(53046, 'Tim McGraw', ""Ain't That the Way It Always Ends"", 'en')"
"(53047, 'Skip Ewing', 'Alleluia (A Christmas Lullaby)', 'en')"
"(53048, 'Randy Travis', 'Ants On A Log', 'en')"
"(53049, 'Lorrie Morgan', ""Autumn's Not That Cold"", 'en')"
"(53050, 'Lorrie Morgan', 'Back Among the Living', 'en')"
"(53051, 'Mark Wills', 'Back on Earth', 'en')"
"(53052, 'Mark Wills', 'Because I Love You', 'en')"
"(53053, 'Kenny Chesney', ""Being Drunk's A Lot Like Loving You"", 'en')"
"(53054, 'Skip Ewing', 'Christmas Carol', 'en')"
"(53055, 'Kenny Chesney', 'Dreams', 'en')"
"(53056, 'Reba McEntire', 'Every Other Weekend', 'en')"
"(53057, 'Zac Brown', ""Grandma's Garden"", 'en')"
"(53058, 'Mark Wills', 'Help Me Fall', 'en')"
"(53059, 'Kenny Chesney', ""I Can't Go There"", 'en')"
"(53060, 'Randy Travis', ""If I Didn't Have You"", 'en')"
"(53061, 'Kenny Chesney', 'I Might Get Over You', 'en')"
"(53062, 'Randy Travis', 'In A Heart Like Mine', 'en')"
"(53063, 'Keith Urban', 'I Thought You Knew', 'en')"
"(53064, 'Skip Ewing', ""It Wasn't His Child"", 'en')"
"(53065, 'Kenny Chesney', 'Just a Kid', 'en')"
"(53066, 'Mark Wills', ""Leavin' Comin' On"", 'en')"
"(53067, 'Reba McEntire', 'Lighter Shade Of Blue', 'en')"
"(53068, 'Collin Raye', 'Love, Me', 'en')"
"(53069, 'Kenny Chesney', 'Me And You', 'en')"
"(53070, 'Skip Ewing', 'Mrs. Santa Claus', 'en')"
"(53071, 'Kenny Chesney', 'Outta Here', 'en')"
"(53072, 'Rhett Akins', 'Rest of Forever', 'en')"
"(53073, 'Billy Gilman', 'Spend Another Night', 'en')"
"(53074, 'Shania Twain', 'Still Under The Weather', 'en')"
"(53075, 'Randy Travis', 'Stranger In My Mirror', 'en')"
"(53076, 'Ty Herndon', ""Tears in God's Eyes"", 'en')"
"(53077, 'Randy Travis', 'The Hole', 'en')"
"(53078, 'Kenny Chesney', 'To Get To You (55th And 3rd)', 'en')"
"(53079, 'Kenny Chesney', 'Welcome To The Fishbowl', 'en')"
"(53080, 'Mark Wills', 'Wish You Were Here', 'en')"
"(53081, 'Michael Ball', 'You Had Me From Hello', 'en')"
"(53082, 'Kenny Chesney', 'You Had Me From Hello', 'en')"
"(53083, 'Tennessee Ernie Ford', 'A Mighty Fortress Is Our God', 'en')"
"(53084, 'Tennessee Ernie Ford', 'Anticipation Blues', 'en')"
"(53085, 'Tennessee Ernie Ford', 'Ballad of davy crocket', 'en')"
"(53086, 'Tennessee Ernie Ford', 'Ballad Of Davy Crockett', 'en')"
"(53087, 'Tennessee Ernie Ford', 'Blackberry Boogie', 'en')"
"(53088, 'Tennessee Ernie Ford', 'Bringing In The Sheaves', 'en')"
"(53089, 'Tennessee Ernie Ford', 'Catfish Boogie', 'en')"
"(53090, 'Tennessee Ernie Ford', 'Country Junction', 'en')"
"(53091, 'Tennessee Ernie Ford', 'Dixie', 'en')"
"(53092, 'Tennessee Ernie Ford', 'False Hearted Girl', 'en')"
"(53093, 'Tennessee Ernie Ford', 'Farther Along', 'en')"
"(53094, 'Tennessee Ernie Ford', 'First Born', 'en')"
"(53095, 'Tennessee Ernie Ford', 'Give me your word', 'en')"
"(53096, 'Tennessee Ernie Ford', 'Hambone', 'en')"
"(53097, 'Tennessee Ernie Ford', ""Hey, Good Lookin'"", 'en')"
"(53098, 'Tennessee Ernie Ford', 'How Great Thou Art by Tennessee Ernie Ford', 'en')"
"(53099, 'Tennessee Ernie Ford', ""I'll Never Be Free"", 'en')"
"(53100, 'Tennessee Ernie Ford', 'I Love To Tell The Story', 'en')"
"(53101, 'Tennessee Ernie Ford', 'In The Garden', 'en')"
"(53102, 'Tennessee Ernie Ford', 'In The Middle Of An Island', 'en')"
"(53103, 'Tennessee Ernie Ford', 'It Is Well With My Soul', 'en')"
"(53104, 'Tennessee Ernie Ford', 'Just A Little Talk With Jesus', 'en')"
"(53105, 'Tennessee Ernie Ford', 'King Of The Road', 'en')"
"(53106, 'Tennessee Ernie Ford', 'Mule Train', 'en')"
"(53107, 'Tennessee Ernie Ford', 'Mule Train (1996 Digital Remaster)', 'en')"
"(53108, 'Tennessee Ernie Ford', 'My Task', 'en')"
"(53109, 'Tennessee Ernie Ford', 'Nearer My God To Thee', 'en')"
"(53110, 'Tennessee Ernie Ford', 'Old Time Religion', 'en')"
"(53111, 'Tennessee Ernie Ford', 'Peace In The Valley', 'en')"
"(53112, 'Tennessee Ernie Ford', 'Precious Memories', 'en')"
"(53113, 'Tennessee Ernie Ford', 'Put Your Hand In The Hand', 'en')"
"(53114, 'Tennessee Ernie Ford', 'Rock City Boogie', 'en')"
"(53115, 'Tennessee Ernie Ford', 'Rock of Ages', 'en')"
"(53116, 'Tennessee Ernie Ford', 'Shall We Gather At The River', 'en')"
"(53117, 'Tennessee Ernie Ford', 'Shenandoah', 'en')"
"(53118, 'Tennessee Ernie Ford', 'Shot Gun Boogie', 'en')"
"(53119, 'Tennessee Ernie Ford', 'Shot-Gun Boogie (Digitally Remastered 96)', 'en')"
"(53120, 'Tennessee Ernie Ford', 'Sixteen Tons', 'en')"
"(53121, 'Tennessee Ernie Ford', 'Softly and Tenderly', 'en')"
"(53122, 'Tennessee Ernie Ford', ""Stonewall jackson's way"", 'en')"
"(53123, 'Tennessee Ernie Ford', 'Sweet Hour of Prayer', 'en')"
"(53124, 'Tennessee Ernie Ford', 'Take My Hand, Precious Lord', 'en')"
"(53125, 'Tennessee Ernie Ford', ""That's All"", 'en')"
"(53126, 'Tennessee Ernie Ford', 'The Bonnie Blue Flag', 'en')"
"(53127, 'Tennessee Ernie Ford', 'The Church in the Wildwood', 'en')"
"(53128, 'Tennessee Ernie Ford', 'The Cry Of The Wild Goose', 'en')"
"(53129, 'Tennessee Ernie Ford', 'The Old Rugged Cross', 'en')"
"(53130, 'Tennessee Ernie Ford', 'There Is Power In The Blood', 'en')"
"(53131, 'Tennessee Ernie Ford', 'The River Of No Return', 'en')"
"(53132, 'Barbara Fairchild', ""Cheatin' Is"", 'en')"
"(53133, 'Barbara Fairchild', 'Kid Stuff', 'en')"
"(53134, 'Barbara Fairchild', 'Mississippi', 'en')"
"(53135, 'Barbara Fairchild', 'Teddy Bear Song', 'en')"
"(53136, 'Trace Adkins', 'Always Gonna Be That Way', 'en')"
"(53137, 'Shelly Fairchild', 'Down Into Muddy Water', 'en')"
"(53138, 'Shelly Fairchild', 'Eight Crazy Hours (in the Story of Love)', 'en')"
"(53139, 'Shelly Fairchild', 'Fear of Flying', 'en')"
"(53140, 'Shelly Fairchild', ""I'm Goin' Back"", 'en')"
"(53141, 'Shelly Fairchild', 'I Want to Love You', 'en')"
"(53142, 'Shelly Fairchild', 'Kiss Me', 'en')"
"(53143, 'Little Big Town', 'Looking for a Reason', 'en')"
"(53144, 'Shelly Fairchild', 'Ready to Fall', 'en')"
"(53145, 'Shelly Fairchild', 'Ride', 'en')"
"(53146, 'Shelly Fairchild', 'Time Machine', 'en')"
"(53147, 'Shelly Fairchild', 'Tiny Town', 'en')"
"(53148, 'Shelly Fairchild', ""You Don't Lie Here Anymore"", 'en')"
"(53149, 'McKenna Faith', 'Dirt Road', 'en')"
"(53150, 'McKenna Faith', 'Jackson', 'en')"
"(53151, 'Rose Falcon', 'Best Friend', 'en')"
"(53152, 'Rose Falcon', 'Breakable', 'en')"
"(53153, 'Rose Falcon', 'Breathe', 'en')"
"(53154, 'Nashville Cast', ""Can't Say No To Love"", 'en')"
"(53155, 'Lady Antebellum', 'Friday Night', 'en')"
"(53156, 'Rose Falcon', 'Fun', 'en')"
"(53157, 'Jake Etheridge', 'Getting Over You', 'en')"
"(53158, 'Faith Hill', 'Give in to Me', 'en')"
"(53159, 'Rose Falcon', 'Give In To Me', 'en')"
"(53160, 'Leighton Meester', 'Give In To Me', 'en')"
"(53161, 'Will Hoge', ""Goodbye Ain't Always Gone"", 'en')"
"(53162, 'Rose Falcon', 'If Love Had a Heart', 'en')"
"(53163, 'Rose Falcon', 'Innocent', 'en')"
"(53164, 'Rose Falcon', 'Looks Are Everything', 'en')"
